function,file,line,package,verdict,design_score,test_score,quality_score,test_quality,tests_executing,direct_tests,cov_all_pct,mutants_killed,mutants_total,trivial,verified,top_issue
Server.readCommand,internal/mcpserver/command.go,65,internal/mcpserver,nit,4,3,7,adequate,12,TestReadCommandRunsOnlyReadOnlyCommands TestReadCommandStopsACommandThatKeepsPrinting TestReadCommandStopsAnEndlessJQProgram TestAPanicInAFanOutFailsOnlyThatCall,97.1,6,8,False,,"json.Valid(text) followed by json.Unmarshal parses up to 64 KiB twice. Unmarshal into `any` already rejects invalid JSON and trailing data, so the Valid call adds nothing."
boundedWriter.Write,internal/mcpserver/command.go,132,internal/mcpserver,good,5,2,7,weak,7,TestReadCommandStopsACommandThatKeepsPrinting TestReadCommandStopsAnEndlessJQProgram,90.0,2,5,False,,
boundedWriter.cut,internal/mcpserver/command.go,148,internal/mcpserver,good,4,3,7,adequate,9,,100.0,,,True,,
boundedWriter.size,internal/mcpserver/command.go,154,internal/mcpserver,good,5,2,7,weak,3,,100.0,,,True,,
boundedWriter.contents,internal/mcpserver/command.go,160,internal/mcpserver,good,5,3,8,adequate,7,,100.0,,,True,,
Server.globalArgs,internal/mcpserver/command.go,169,internal/mcpserver,good,5,2,7,weak,10,,78.6,1,2,False,,
Server.resolveReadCommand,internal/mcpserver/command.go,194,internal/mcpserver,good,5,3,8,adequate,12,TestReadCommandRunsOnlyReadOnlyCommands TestReadCommandPinsTheFanout TestReadCommandCapsTheTimeout TestReadCommandOffersNoShellBuiltins,92.0,6,8,False,,
Server.readCommandList,internal/mcpserver/command.go,243,internal/mcpserver,good,5,1,6,incidental,40,,100.0,0,3,False,,
planReason,internal/mcpserver/plan.go,102,internal/mcpserver,good,5,3,8,adequate,24,TestPlanRefusesReasonsThatCouldMisleadTheUser TestPlanRefusesWhatTheGateRefuses,100.0,5,6,False,,
changeNames,internal/mcpserver/plan.go,120,internal/mcpserver,nit,4,1,5,incidental,40,,100.0,,,False,,"Hand-written equivalent of slices.Sorted(maps.Keys(changes)), an idiom the codebase already uses (internal/app/app.go:428)."
newPlanStore,internal/mcpserver/plan.go,158,internal/mcpserver,good,5,3,8,adequate,40,,100.0,,,True,,
planStore.add,internal/mcpserver/plan.go,162,internal/mcpserver,good,5,2,7,weak,18,,100.0,,,False,,
planStore.get,internal/mcpserver/plan.go,171,internal/mcpserver,good,5,3,8,adequate,16,,100.0,2,2,False,,
planStore.ask,internal/mcpserver/plan.go,185,internal/mcpserver,good,5,3,8,adequate,11,,100.0,,,False,,
planStore.answered,internal/mcpserver/plan.go,194,internal/mcpserver,nit,4,2,6,weak,11,,100.0,2,2,False,,"`if !s.plans.answered(...)` reads as a pure check, but it clears p.asked. A caller that checks twice would fail the second time."
planStore.take,internal/mcpserver/plan.go,204,internal/mcpserver,good,5,3,8,adequate,12,,85.7,2,4,False,,
planStore.prune,internal/mcpserver/plan.go,215,internal/mcpserver,good,5,1,6,incidental,18,,75.0,1,1,False,,
randomID,internal/mcpserver/plan.go,224,internal/mcpserver,good,5,1,6,incidental,18,,100.0,,,False,,
Server.addPlanTools,internal/mcpserver/plan.go,231,internal/mcpserver,good,5,4,9,strong,40,TestToolsAreAnnotated,100.0,,,True,,
ptr,internal/mcpserver/plan.go,253,internal/mcpserver,good,5,1,6,incidental,40,,100.0,,,True,,
Server.planChange,internal/mcpserver/plan.go,279,internal/mcpserver,good,5,3,8,adequate,24,TestPlansAndAppliesAreAudited TestEveryRefusalIsAudited TestApplyIsRefusedWhenTheAuditCannotBeWritten,100.0,4,4,False,,
Server.preparePlan,internal/mcpserver/plan.go,298,internal/mcpserver,good,5,4,9,strong,24,TestPlanShowsWhatWouldBeSentAndSendsNothing TestPlanRefusesWhatTheGateRefuses TestPlanRefusesNamesSlurmDoesNotReadAsThemselves TestPlanQuotesTheReason TestResumePlanWarnsOnlyOfRealReasons,87.2,6,8,False,,
describeCalls,internal/mcpserver/plan.go,378,internal/mcpserver,good,5,3,8,adequate,18,,100.0,,,False,,
Server.applyPlan,internal/mcpserver/plan.go,404,internal/mcpserver,good,5,4,9,strong,16,TestEveryRefusalIsAudited TestApplyNeedsThePlanRepeated,100.0,3,3,False,,
Server.apply,internal/mcpserver/plan.go,420,internal/mcpserver,nit,4,4,8,strong,16,TestApplyRefusesAPlanWhoseClusterChanged TestApplyRefusesAPlanWhoseCommandsChanged TestApplyAsksTheQuestionOfTheCurrentGate TestApplyNeedsThePlanRepeated TestApplyIsRefusedWhenTheAuditCannotBeWritten TestACancelledApplyStillCompletesAndIsRecorded,81.2,6,8,False,,"Every confirm error is audited as 'declined:', including 'this client cannot ask' and a foreign RequestState. Verified: with a non-eliciting client the log reads 'apply declined: this client cannot ask…', although nobody declined."
Server.execute,internal/mcpserver/plan.go,518,internal/mcpserver,good,5,4,9,strong,11,TestACancelledApplyStillCompletesAndIsRecorded,80.0,0,2,False,,
applyTimeout,internal/mcpserver/plan.go,529,internal/mcpserver,good,5,2,7,weak,11,,100.0,,,True,,
Server.confirm,internal/mcpserver/plan.go,542,internal/mcpserver,good,5,4,9,strong,12,TestApplyWithoutElicitationDependsOnTheMode TestApplyChangesNothingWithoutTheUsersYes TestApplyAsksTheUserAndSendsOnYes TestApplyAboveTheThresholdNeedsTheCount,91.7,6,6,False,,
Server.question,internal/mcpserver/plan.go,574,internal/mcpserver,good,5,4,9,strong,11,TestQuestionPutsTheSummaryNextToTheAnswer TestApplyAboveTheThresholdNeedsTheCount,100.0,2,3,False,,
answerText,internal/mcpserver/plan.go,618,internal/mcpserver,good,5,3,8,adequate,11,,66.7,2,2,False,,
nodesWithJobs,internal/mcpserver/plan.go,637,internal/mcpserver,good,5,3,8,adequate,4,,85.7,1,2,False,,
statesOf,internal/mcpserver/plan.go,650,internal/mcpserver,good,5,3,8,adequate,18,,100.0,1,1,False,,
readOnly,internal/mcpserver/read.go,38,internal/mcpserver,good,5,3,8,adequate,40,TestToolsAreAnnotated,100.0,,,True,,
Server.addReadTools,internal/mcpserver/read.go,42,internal/mcpserver,good,5,4,9,strong,40,TestToolsAreAnnotated,100.0,,,True,,
Server.selectNodes,internal/mcpserver/read.go,90,internal/mcpserver,good,5,3,8,adequate,2,TestSelectNodesNamesProtectedAndUnknownHosts TestProtectedHostIsRecognisedUnderEverySpelling,87.5,4,7,False,,
Server.describeNodes,internal/mcpserver/read.go,156,internal/mcpserver,nit,4,2,6,weak,2,TestDescribeNodesJoinsInventoryAndSlurm TestDescribeNodesShowsTheBMCTheCommandsReach,75.5,2,8,False,,"The loop breaks on the first GroupsOf error, so later nodes get no groups even from sources that work. That contradicts the comment 'A failing source does not hide what the others found'; the error is at least reported."
Server.describeSlurm,internal/mcpserver/read.go,237,internal/mcpserver,nit,4,2,6,weak,1,,77.3,5,6,False,,"The receiver s is never used, and the results come back through the mutated byName and errs maps, which makes the helper's contract harder to read."
Server.querySlurm,internal/mcpserver/read.go,296,internal/mcpserver,nit,4,2,6,weak,1,TestQuerySlurmFiltersAndLimits,53.6,1,8,False,,"Nodes is resolved for every kind but used only by nodes and jobs. history, partitions and summary silently ignore it, and summary also ignores users, so an agent can get a cluster-wide answer while believing it filtered."
summarise,internal/mcpserver/read.go,397,internal/mcpserver,nit,4,2,6,weak,1,,64.3,0,5,False,,"The tie-break compares Account+Partition concatenations. 'physics'+'debug' sorts before 'phys'+'main', and ab/c vs a/bc compare equal, so sort.Slice gives a different order between runs (verified: 25 of 200 runs vs 175)."
ConfirmModes,internal/mcpserver/server.go,58,internal/mcpserver,good,5,1,6,incidental,339,,100.0,,,True,,"No assertion depends on the returned list. Help text and completion for mcp serve --confirm are never checked, and a mutant that drops ConfirmApproval passes internal/mcpserver and internal/cli."
New,internal/mcpserver/server.go,99,internal/mcpserver,good,5,3,8,adequate,40,,88.5,5,8,False,,"All three error paths are unexecuted. A mutant that removes the unknown-confirm-mode check passes both internal/mcpserver and internal/cli, so --confirm=typo would go unnoticed. No test sets Options.PlanTTL, Now or Log."
Server.Run,internal/mcpserver/server.go,151,internal/mcpserver,good,5,0,5,none,0,,0.0,,,True,,"Never executed (cov_all 0%). Tests connect through SDK().Connect instead, and no test runs `mcp serve`, so the startup log line and stdio serving are unverified."
Server.SDK,internal/mcpserver/server.go,158,internal/mcpserver,good,4,3,7,adequate,40,,100.0,,,True,,The method is exported from production code only so the external test package can call Connect. No production caller uses it.
Server.Context,internal/mcpserver/server.go,161,internal/mcpserver,nit,4,0,4,none,0,,0.0,,,True,downgraded,"By Go convention X.Context() returns context.Context (cobra, net/http, and app.App.Context() in this codebase). Here it returns a config-context name, which misleads at a call site."
Server.app,internal/mcpserver/server.go,167,internal/mcpserver,rework,3,3,6,adequate,40,TestApplyRefusesAPlanWhoseClusterChanged TestPlanIsNeverForced,92.3,3,6,False,upheld,"All six callers discard the second return: server.go:123, plan.go:309 and 441, read.go:91, 169 and 303. Git history shows it was never used. The unused return misleads readers into thinking the notes reach the agent."
Server.streams,internal/mcpserver/server.go,188,internal/mcpserver,good,5,2,7,weak,40,TestSecretsOpenWithTheWorkstationIdentitiesAlone,100.0,1,1,False,,"The doc's core invariant, that nothing reaches the protocol on stdout, is untested: redirecting Out to os.Stdout or Err to os.Stderr survives because tests use in-memory transports. Swapping StateDir and CacheDir also survives. Only IsTTY=true is caught (by the secrets test)."
Server.logf,internal/mcpserver/server.go,199,internal/mcpserver,good,5,1,6,incidental,2,,100.0,,,True,,"Tests never set Options.Log, so it defaults to io.Discard. Neither the panic stack log nor the audit-failure log is ever observed."
Server.recoverPanics,internal/mcpserver/server.go,207,internal/mcpserver,good,5,4,9,strong,40,TestAPanicInAToolFailsOnlyThatCall,92.3,3,3,False,,"The branch for methods other than tools/call is never executed; a mutant returning (nil, nil) there survives."
callError,internal/mcpserver/server.go,232,internal/mcpserver,good,5,3,8,adequate,26,,66.7,2,2,False,,
failureKind,internal/mcpserver/server.go,240,internal/mcpserver,good,5,2,7,weak,26,,80.0,,,False,,"The unreachable kind, the function's stated purpose of telling a host that did not answer from the agent's own mistake, is never executed. The default failed word is executed but no test asserts it. Mutants for both survive."
auditLog.record,internal/mcpserver/server.go,274,internal/mcpserver,nit,4,2,6,weak,24,TestPlansAndAppliesAreAudited TestEveryRefusalIsAudited TestApplyIsRefusedWhenTheAuditCannotBeWritten,73.3,3,7,False,,"The time is stamped before the mutex is taken. Under concurrent tool calls, file order can differ from timestamp order, which looks odd in an audit trail."
Server.record,internal/mcpserver/server.go,298,internal/mcpserver,good,5,3,8,adequate,24,TestApplyIsRefusedWhenTheAuditCannotBeWritten,100.0,2,2,False,,"The test only checks that the message contains ""audit"", which also matches the file name audit.jsonl. Dropping the wrap survives, as does dropping the log line."
Server.refusal,internal/mcpserver/server.go,308,internal/mcpserver,nit,4,4,8,strong,17,TestEveryRefusalIsAudited,100.0,2,3,False,,"applyPlan (plan.go:411) sends every failure through it, including 'failed:' after execute and 'not applied:'. The doc saying 'a refused call' undersells this. When the error is itself the audit failure (plan.go:491-493), it re-writes and the message repeats the audit error twice."
Server.instructions,internal/mcpserver/server.go,316,internal/mcpserver,good,5,3,8,adequate,40,TestInstructionsNameGroupsThatExist,100.0,,,False,,"Swapping %[1]s and %[2]s (context and cluster) survives. Tool names mentioned in the text are not checked against the registered tools, so a rename would leave stale instructions."
New,internal/naming/naming.go,35,internal/naming,nit,4,4,8,strong,325,TestNewRejectsBadRules TestPatternMatchesTheWholeName,100.0,6,6,False,,"Names are lowercased before matching, so prefixes are lowercased too (L44-47), but patterns are compiled case-sensitive. Verified: the pattern WLM[0-9]+ never matches WLM01 (lowercased to wlm01). The node silently falls through to the catch-all rule and gets wlm01.example.org instead of the hpc domain. The docs mention lowercasing, which only partly mitigates this."
Namer.Domain,internal/naming/naming.go,69,internal/naming,good,5,3,8,adequate,1,,100.0,,,True,,
Namer.FQDN,internal/naming/naming.go,77,internal/naming,nit,4,3,7,adequate,313,TestFQDN TestNamesAreCaseInsensitive TestPatternMatchesTheWholeName TestMissingDomainIsReported TestUnknownPlaceholder,88.9,3,3,False,,"IPv4 passes through only because it contains a dot. An IPv6 literal gets a domain appended. Verified: FQDN(""fe80::1"") = ""fe80::1.example.org"", and nodeset accepts fe80::1. So `node fqdn fe80::1` prints a bogus host, and checkSiteHosts sees it as in-domain. BMC refuses IPs explicitly."
Namer.BMC,internal/naming/naming.go,107,internal/naming,good,5,4,9,strong,308,TestBMC TestBMCRefusesWhatItCannotDerive TestNamesAreCaseInsensitive,90.0,8,8,False,,
Namer.match,internal/naming/naming.go,141,internal/naming,nit,4,4,8,strong,313,TestPatternMatchesTheWholeName,100.0,6,7,False,,"If a rule sets both pattern and prefixes, the switch checks only the pattern, and New does not reject the combination. Verified: with the rule {pattern gpu[0-9]+, prefixes [exe]}, FQDN(""exe01"") falls through to the catch-all rule and returns exe01.example.org. The schema says 'by prefix or by regular expression'."
Namer.expand,internal/naming/naming.go,162,internal/naming,good,5,4,9,strong,313,TestMissingDomainIsReported TestUnknownPlaceholder,100.0,4,4,False,,
Namer.FQDNSet,internal/naming/naming.go,181,internal/naming,good,5,4,9,strong,8,TestSetsFold,100.0,,,True,,
Namer.BMCSet,internal/naming/naming.go,186,internal/naming,nit,4,5,9,strong,2,TestSetsFold TestBMCRefusesWhatItCannotDerive,100.0,,,True,,"Nothing outside tests calls it. App.BMCHosts duplicates the loop but prefers the inventory's bmcAddress, a documented safety choice. A future caller of this exported method would skip that preference and send BMC credentials to a derived name."
Namer.mapSet,internal/naming/naming.go,190,internal/naming,nit,4,4,8,strong,9,,87.5,3,4,False,,"out.Add parses an expression, not a single name. Verified: Add(""a b"") succeeds and yields a,b. A domain value containing a space or comma (domains are not validated) would silently turn one node into two hosts, not the 'not a valid host name' error the message implies."
Short,internal/naming/naming.go,205,internal/naming,good,5,5,10,strong,310,TestShort,100.0,1,1,False,,
EscapeText,internal/output/escape.go,24,internal/output,good,5,5,10,strong,65,TestEscapeText,100.0,,,True,,
EscapeCell,internal/output/escape.go,32,internal/output,good,5,5,10,strong,149,TestEscapeCell TestTableCellCannotForgeARow,100.0,,,True,,
escape,internal/output/escape.go,36,internal/output,good,5,4,9,strong,164,TestEscapeText TestEscapeCell,100.0,7,8,False,,
needsEscape,internal/output/escape.go,76,internal/output,good,5,3,8,adequate,160,TestEscapeText TestEscapeCell,100.0,6,8,False,,
Formats,internal/output/output.go,45,internal/output,good,5,1,6,incidental,340,,100.0,,,True,,
ParseFormat,internal/output/output.go,53,internal/output,good,5,5,10,strong,354,TestParseFormat TestParseFormatCompilesQueries TestJSONPathRejectsBadExpressions TestJSONPathRejectsUnsupportedSyntax,100.0,7,7,False,,
Format.String,internal/output/output.go,84,internal/output,good,5,4,9,strong,1,TestIsMachine,100.0,,,True,,
Format.IsMachine,internal/output/output.go,93,internal/output,good,5,5,10,strong,41,TestIsMachine,100.0,2,2,False,,
Format.Write,internal/output/output.go,115,internal/output,good,5,4,9,strong,17,,100.0,,,True,,
Format.WriteContext,internal/output/output.go,121,internal/output,nit,4,4,8,strong,163,TestJQStopsWhenCancelled,90.0,5,6,False,,"A Result carrying only Object under -o table/wide goes to writeTable(nil), which returns nil with no output. Verified: `clusterctl config view` (config.go:312) at the default -o table prints nothing and exits 0."
Result.object,internal/output/output.go,145,internal/output,good,5,4,9,strong,54,TestJSONAndYAML,80.0,2,2,False,,
writeJSON,internal/output/output.go,155,internal/output,nit,4,3,7,adequate,41,TestJSONAndYAML,100.0,,,True,,"The encoder HTML-escapes by default, so a reason like 'temp > 90C' prints as 'temp > 90C'. The JSON is valid but harder for a person to read, and the output guide does not mention it."
